line_id,navn,eier,voltage_kv,geod_km,nve_layer,osm_covered_frac,driftsattaar,snap0,snap1,bus0,bus1
nve/regionalnett_luft/1628088,,GLITRE NETT AS,50.0,1.3747745893014476,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0032_50,nve_jn_0024_50
nve/regionalnett_luft/1638348,,GLITRE NETT AS,50.0,1.4098846020439657,regionalnett_luft,0.10344827586206896,,new_nve,nve_junction,,nve_jn_0009_50
nve/regionalnett_luft/1676988,,GLITRE NETT AS,132.0,5.392277899962233,regionalnett_luft,0.10091743119266056,,existing,existing,st0029944_132kV,st0023343_132kV
nve/regionalnett_luft/1678424,,GLITRE NETT AS,66.0,0.47284821339897076,regionalnett_luft,0.1,,nve_junction,nve_junction,nve_jn_0049_66,nve_jn_0048_66
nve/regionalnett_luft/1700533,,GLITRE NETT AS,50.0,3.5950383455361425,regionalnett_luft,0.0,,nve_junction,nve_junction,nve_jn_0025_50,nve_jn_0024_50
nve/regionalnett_luft/1711616,ÅSNES-VÅLER,ELVIA AS,66.0,15.726011695297148,regionalnett_luft,0.08253968253968254,1970.0,existing,unsnapped,st0029844_66kV,
nve/regionalnett_luft/1711623,132 HAFSKJOLD-KJENNER-2,GLITRE ENERGI NETT AS,145.0,4.734936568929665,regionalnett_luft,0.07368421052631578,1966.0,nve_junction,nve_junction,nve_jn_0026_145,nve_jn_0027_145
nve/regionalnett_luft/1711630,132 HAFSKJOLD-KJENNER-1,GLITRE ENERGI NETT AS,145.0,4.734936568929665,regionalnett_luft,0.07368421052631578,1966.0,nve_junction,nve_junction,nve_jn_0026_145,nve_jn_0027_145
nve/regionalnett_luft/1711647,S 66 KONGSVINGER-NORSENGA,EIDSIVA NETT AS,66.0,3.095232251567299,regionalnett_luft,0.3387096774193548,1960.0,existing,existing,st0029884_66kV,st0028248_66kV
nve/regionalnett_luft/1711656,ØRESVIK-TONNES,ARVA AS,145.0,12.461704564248965,regionalnett_luft,0.012,1989.0,unsnapped,unsnapped,,
nve/regionalnett_luft/1711682,N 66 TJELDSUND - KANSTADBOTN,HÅLOGALAND KRAFT NETT AS,66.0,26.3279274971387,regionalnett_luft,0.21361058601134217,1957.0,existing,existing,st0023563_66kV,st0028177_66kV
nve/regionalnett_luft/1711714,ULTVEDT - HAUG,RINGERIKS-KRAFT NETT AS,132.0,4.019537878728923,regionalnett_luft,0.08641975308641975,1976.0,existing,unsnapped,st0023378_132kV,
nve/regionalnett_luft/1711719,132 LANGUM-HAFSKJOLD-1,GLITRE ENERGI NETT AS,145.0,9.830858448290565,regionalnett_luft,0.09137055837563451,1966.0,unsnapped,unsnapped,,
nve/regionalnett_luft/1711723,132 KV LINJE LOMI-SULITJELMA,SKS PRODUKSJON AS,132.0,7.240598959172558,regionalnett_luft,0.17123287671232876,1978.0,unsnapped,existing,,st0023568_132kV
nve/regionalnett_luft/1711753,KONNERUD- (FJELL) - TANGEN,GLITRE ENERGI NETT AS,50.0,0.5920418234700319,regionalnett_luft,0.0,2000.0,nve_junction,nve_junction,nve_jn_0033_50,nve_jn_0025_50
nve/regionalnett_luft/1711754,,GLITRE ENERGI NETT AS,50.0,1.2664757988763626,regionalnett_luft,0.0,2000.0,nve_junction,nve_junction,nve_jn_0007_50,nve_jn_0033_50
nve/regionalnett_luft/1711764,66 AVGREINING HOKKSUND L1,GLITRE ENERGI NETT AS,73.0,0.5159429274907095,regionalnett_luft,0.18181818181818182,1927.0,nve_junction,existing,nve_jn_0028_73,st0018691_66kV
nve/regionalnett_luft/1711765,66 AVGREINING HOKKSUND L2,GLITRE ENERGI NETT AS,73.0,0.5159429274907095,regionalnett_luft,0.18181818181818182,1927.0,nve_junction,existing,nve_jn_0028_73,st0018691_66kV
nve/regionalnett_luft/1711768,S 66HOKKSUND-SKOTSELV-2,GLITRE ENERGI NETT AS,66.0,0.1713834153400774,regionalnett_luft,0.25,1962.0,nve_junction,nve_junction,nve_jn_0029_66,nve_jn_0030_66
nve/regionalnett_luft/1711771,S 66 HOKKSUND-SKOTSELV-1,EB NETT AS,66.0,0.1713834153400774,regionalnett_luft,0.25,1962.0,nve_junction,nve_junction,nve_jn_0029_66,nve_jn_0030_66
nve/regionalnett_luft/1711789,S 66 KAGGEFOSS-BRAGERNES,GLITRE ENERGI NETT AS,50.0,29.761201089831623,regionalnett_luft,0.02857142857142857,1953.0,new_nve,new_nve,,
nve/regionalnett_luft/1711792,S 66 KAGGEFOSS-SOLBERG,EB NETT AS,50.0,3.128202720501784,regionalnett_luft,0.0,1953.0,new_nve,new_nve,,
nve/regionalnett_luft/1711794,S 66 KAGGEFOSS-SOLBERG,EB NETT AS,50.0,24.879005984251364,regionalnett_luft,0.02610441767068273,1953.0,nve_junction,nve_junction,nve_jn_0015_50,nve_jn_0031_50
nve/regionalnett_luft/1711795,S 66 KAGGEFOSS-SOLBERG,EB NETT AS,50.0,1.4099801632084503,regionalnett_luft,0.10344827586206896,1953.0,nve_junction,new_nve,nve_jn_0009_50,
nve/regionalnett_luft/1711798,S 66 LIE-SOLBERG-2,EB NETT AS,50.0,1.493150611294714,regionalnett_luft,0.0,1953.0,new_nve,nve_junction,,nve_jn_0009_50
nve/regionalnett_luft/1711799,S 66 LIE-SOLBERG-2,EB NETT AS,50.0,1.4099801632084503,regionalnett_luft,0.10344827586206896,1953.0,nve_junction,new_nve,nve_jn_0009_50,
